video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
7609348959764581653,2026-02-21T16:00:25,26,PE,52,16,9,3835,"🔥 ¿TV grande y no quieres perforar la pared? Rack pedestal con ruedas 32 a 70 pulgadas.👌 ✔️ Diseño moderno ✔️ Súper resistente ✔️ Fácil de mover ✔️ Ideal para casa, oficina o negocio.  Olvídate de perforar paredes y empieza a aprovechar mejor tu espacio hoy mismo 💥 📩 Escríbenos ahora y cotiza el tuyo 🚚 Entregas inmediatas #RackTV #SoporteTV #HogarModerno #MueblesFuncionales #Innovación #OfertasPerú #TikTokMeHizoComprarlo #MistiRack #AhorraEspacio",False,,misti_rack,MistiRack | Soportes Pantallas,4940,7,25300,229,464,False,,,
