video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
7593477293587107092,2026-01-09T21:30:34,33,PE,160,55,9,12600,28 de Julio 111 2do Piso Cercado .  .  .  #hogar#rack#tv#arequipa#entretenimiento ,False,"GERARDIMPORT;RACKS PARA TV;2026;RACK TV 14"" - 55"" 16.00;RACK TV 32"" - 55"" 18.50;RACK TV MOVIL 32"" - 60"" 32.00;RACK PARA TV",gerardimportaqp,Gerard Import Arequipa,69700,371,821100,7057,1299,False,,,
