video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
7591233004534549781,2026-01-03T20:21:22,25,PE,4651,2718,538,450800,¿Poco espacio? ¡No hay problema! 🏠 Nuestro rack de techo a control remoto es la solución perfecta. Movimiento suave y sin cables a la vista. 🔝💨📍 Instalación en Arequipa y envíos a todo el Perú 🇵🇪 ¡Dale click al link del perfil!  #MistiRack #Minimalismo #InteriorDesign #AhorroDeEspacio #RackTecho #ArequipaPeru #SmartHome #soportetv,False,,misti_rack,MistiRack | Soportes Pantallas,4940,7,25300,229,464,False,,,
