video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
7560371360367791368,2025-10-12T16:22:15,38,PE,1943,214,85,89800,"RACK | NUEVOS INGRESOS 🖥️ Pantallas curvas o pesadas😎 📍C.C.Cyberplaza tienda 2B-138, 🚚 hacemos envíos a todo el Perú 📦 #rack #racks #pantallas #monitor #gaming ",False,,customplanet.pe,CustomPlanet.pe,85800,18,598000,383,6164,False,,,
