video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
7357776863353228549,2024-04-14T17:32:06,23,PE,50,12,31,5346,"Beneficios de un Rack pedestal 💪en MistiRack 😅 - Aquí encontrarás todos los racks que necesitas para tu hogar, oficina o negocio, ofrecemos modelos rack tv, rack lavadora, rack pc, rack laptop, rack monitor, etc... en stock de diferentes calidades y de todos los precios. Ubícanos en Arequipa - Perú. #rack #pedestal  #rackparatv  #racklavadora  #soporte  #tv #mistirack #peruanos #parati #peru #samsung #beneficios #arequipa_peru🇵🇪 #informaciontiktok t",False,,misti_rack,MistiRack | Soportes Pantallas,4969,7,25600,231,467,False,,,
